name,president,president_byline,date,title,initial_joy,initial_sadness,initial_fear,initial_disgust,initial_surprise,revised_joy,revised_sadness,revised_fear,revised_disgust,revised_surprise,initial_idelogical_tilt,initial_immigration,initial_executive_power,initial_federalism,initial_security_liberty,initial_economic_regulation,initial_social_inclusion,revised_idelogical_tilt,revised_immigration,revised_executive_power,revised_federalism,revised_security_liberty,revised_economic_regulation,revised_social_inclusion
executive-order-8448-exemption-maitland-s-wright-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-06-18,Executive Order 8448-Exemption of Maitland S. Wright From Compulsory Retirement for Age,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
executive-order-12193-nuclear-cooperation-with-euratom,Jimmy Carter,39th President of the United States: 1977 ‐ 1981,1980-02-12,Executive Order 12193-Nuclear Cooperation With EURATOM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
executive-order-5762-authorizing-the-appointment-mrs-florence-f-burton,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1931-12-18,Executive Order 5762-Authorizing the Appointment of Mrs. Florence F. Burton,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
executive-order-6351-code-fair-competition-for-the-retail-trade,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-10-21,Executive Order 6351-Code of Fair Competition for the Retail Trade,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-7393-amendment-subdivision-xiii-schedule-civil-service-rules,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-06-19,"Executive Order 7393-Amendment of Subdivision XIII, Schedule A, Civil Service Rules",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-12963-presidential-advisory-council-hivaids,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,1995-06-14,Executive Order 12963-Presidential Advisory Council on HIV/AIDS,7.0,2.0,3.0,1.0,4.0,8.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0
executive-order-13830-delegation-authority-approve-certain-military-decorations,Donald J. Trump (1st Term),45th President of the United States: 2017 ‐ 2021,2018-04-20,Executive Order 13830-Delegation of Authority To Approve Certain Military Decorations,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
executive-order-11383-inspection-income-excess-profits-estate-and-gift-tax-returns-the,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1967-11-30,"Executive Order 11383-Inspection of Income, Excess-Profits, Estate, and Gift Tax Returns by the Senate Select Committee on Standards and Conduct",1.0,2.0,3.0,6.0,4.0,1.0,2.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
executive-order-12381-delegation-emergency-management-functions,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1982-09-08,Executive Order 12381-Delegation of Emergency Management Functions,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
executive-order-10837-amending-the-selective-service-regulations,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1959-09-14,Executive Order 10837-Amending the Selective Service Regulations,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-10383-resorting-certain-lands-palaau-molokai-the-jurisdiction-territory,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1952-08-11,"Executive Order 10383-Resorting Certain Lands At Palaau, Molokai, to the Jurisdiction of Territory of Hawaii",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
executive-order-6948-b-approving-agreement-between-members-the-division-the-painting,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1935-01-19,"Executive Order 6948-B-Approving Agreement Between Members of the Division of the Painting, Paperhanging and Decorating Division of the Construction Industry and Journeyman Painter, Paperhanger and Decorator Employees in the Region of All of Utah, Salt Lake, Davis, Weber and Cache Counties, and All of That Portion of Boxelder County East of a Certain Range of Mountains Known as the Blue Springs Hills, All in the State of Utah",3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-5773-amendments-the-consular-regulations,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1932-01-11,Executive Order 5773-Amendments to the Consular Regulations,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
executive-order-9261-amending-regulations-concerning-foreign-service-pay-adjustment,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1942-10-31,Executive Order 9261-Amending Regulations Concerning Foreign Service Pay Adjustment,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-12371-amending-the-generalized-system-preferences,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1982-07-12,Executive Order 12371-Amending the Generalized System of Preferences,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
executive-order-11799-amending-executive-order-no-11554-it-relates-the-establishment,Gerald R. Ford,38th President of the United States: 1974 ‐ 1977,1974-08-17,Executive Order 11799-Amending Executive Order No. 11554 as it Relates to the Establishment of a Maximum Percentage of Navy and Marine Corps Officers Who May be Recommended for Promotion from Below the Appropriate Promotion Zone,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-amendment-civil-service-rules-8,Grover Cleveland,24th President of the United States: 1893 ‐ 1897,1895-12-02,Executive Order-Amendment of Civil Service Rules,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
executive-order-10843-creating-board-inquiry-report-labor-dispute-affecting-the-steel,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1959-10-09,Executive Order 10843-Creating a Board of Inquiry To Report on a Labor Dispute Affecting the Steel Industry of the United States,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0
executive-order-6467-code-fair-competition-for-the-radio-broadcasting-industry,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-11-27,Executive Order 6467-A-Code of Fair Competition for the Radio Broadcasting Industry,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,0.0,4.0,0.0
executive-order-12294-suspension-litigation-against-iran,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1981-02-24,Executive Order 12294-Suspension of Litigation Against Iran,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
executive-order-6949-approving-agreement-between-members-the-division-the-mason,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1935-01-22,"Executive Order 6949-A-Approving Agreement Between Members of the Division of the Mason Contractors Division of the Construction Industry and Bricklayer and Stone Mason Employees in the Region of All of Tulsa, Rogers, Craig and Ottawa Counties; and All of Creek County, Except the Towns of Oilton, Drumright and Shamrock, and Ten Miles of Osage County, Beyond or from the Boundary Lines of Tulsa County, All in the State of Oklahoma",5.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,4.0,2.0,4.0,0.0,3.0,0.0,4.0,5.0,2.0,5.0,0.0
executive-order-9474-authorizing-the-secretary-the-interior-take-possession-and-operate,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1944-08-31,"Executive Order 9474-Authorizing the Secretary of the Interior to Take Possession of and Operate the Mines, Collieries, and Preparation Facilities of the Ford Collieries Company of Curtisville, Pennsylvania, and Rochester and Pittsburgh Coal Company of Indiana, Pennsylvania",1.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,4.0,0.0
executive-order-5043-authorizing-the-appointment-marion-hayes-mccarthy-without-regard,Calvin Coolidge,30th President of the United States: 1923 ‐ 1929,1929-02-15,Executive Order 5043-Authorizing the Appointment of Marion Hayes McCarthy Without Regard to Civil Service Rules,3.0,7.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
executive-order-119-amendments-the-civil-service-rules,William McKinley,25th President of the United States: 1897 ‐ 1901,1899-05-29,Executive Order 119-Amendments to the Civil-Service Rules,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0
executive-order-6536-code-fair-competition-for-the-watch-case-manufacturing-industry,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-12-23,Executive Order 6536-Code of Fair Competition for the Watch Case Manufacturing Industry,7.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0
executive-order-8652-reserving-public-lands-for-the-use-the-war-department,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1941-01-28,Executive Order 8652-Reserving Public Lands for the Use of the War Department,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-8379-amending-the-foreign-service-regulations,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-03-19,Executive Order 8379-Amending the Foreign Service Regulations,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-243,Grover Cleveland,22nd President of the United States: 1885 ‐ 1889,1888-08-25,Executive Order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-6865-exemption-william-mcneir-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-10-04,Executive Order 6865-Exemption of William McNeir from Compulsory Retirement for Age,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
executive-order-7302-transferring-certain-lands-the-control-and-jurisdiction-the-secretary,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-02-21,"Executive Order 7302-Transferring Certain Lands to the Control and Jurisdiction of the Secretary of the Navy, Virgin Islands",3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0,3.0,4.0,2.0,3.0,0.0
executive-order-5777-amendment-schedule-b-the-civil-service-rules-increase-the-number,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1932-01-19,"Executive Order 5777-Amendment of Schedule B of the Civil-Service Rules to Increase the Number of Positions of Headquarters Messenger, Philippine Department",3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-7825-exemption-harry-h-little-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1938-02-26,Executive Order 7825-Exemption of Harry H. Little From Compulsory Retirement for Age,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
executive-order-9549-designation-mrs-ruth-w-talley-and-mrs-alice-m-grove-sign-land-patents,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1945-05-08,Executive Order 9549-Designation of Mrs. Ruth W. Talley and Mrs. Alice M. Grove to Sign Land Patents,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-9697-providing-for-the-continued-stabilization-the-national-economy-during,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1946-02-14,Executive Order 9697-Providing for the Continued Stabilization of the National Economy During the Transition from War to Peace,3.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,4.0,0.0,2.0,0.0,3.0,1.0,1.0,5.0,0.0
executive-order-6294-code-fair-competition-for-the-transit-industry,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-09-18,Executive Order 6294-Code of Fair Competition for the Transit Industry,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,4.0,0.0,4.0,2.0,4.0,0.0,3.0,5.0,0.0,5.0,3.0
executive-order-263,Grover Cleveland,22nd President of the United States: 1885 ‐ 1889,1885-10-01,Executive Order,1.0,1.0,7.0,2.0,4.0,1.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0
executive-order-12480-establishment-emergency-board-no-202-investigate-railroad-labor,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1984-06-20,Executive Order 12480-Establishment of Emergency Board No. 202 To Investigate a Railroad Labor Dispute,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-13867-issuance-permits-with-respect-facilities-and-land-transportation,Donald J. Trump (1st Term),45th President of the United States: 2017 ‐ 2021,2019-04-10,Executive Order 13867-Issuance of Permits With Respect to Facilities and Land Transportation Crossings at the International Boundaries of the United States,7.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0
executive-order-13713-half-day-closing-executive-departments-and-agencies-the-federal,Barack Obama,44th President of the United States: 2009 ‐ 2017,2015-12-11,"Executive Order 13713-Half-Day Closing of Executive Departments and Agencies of the Federal Government on Thursday, December 24, 2015",7.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-11157-prescribing-regulations-relating-incentive-pay-for-hazardous-duty,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1964-06-22,"Executive Order 11157-Prescribing Regulations Relating to Incentive Pay for Hazardous Duty, Special Pay for Sea Duty and Duty at Certain Places, Basic Allowances for Subsistence and Basic Allowances for Quarters",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-5238-christmas-1929,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1929-12-12,"Executive Order 5238-Christmas, 1929",2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-10278-withdrawing-from-appropriation-the-phosphate-reserved-the-united,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1951-08-09,"Executive Order 10278-Withdrawing from Appropriation the Phosphate Reserved to the United States in Certain Patented Lands and Transferring the Use, Possession, and Control Therefor to the Tennessee Valley Authority",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
executive-order-7829-revocation-executive-order-no-5428-august-20-1930-withdrawing-land,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1938-03-07,"Executive Order 7829-Revocation of Executive Order No. 5428 of August 20, 1930, Withdrawing Land for Classification and in Aid of Legislation",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-13676-combating-antibiotic-resistant-bacteria,Barack Obama,44th President of the United States: 2009 ‐ 2017,2014-09-18,Executive Order 13676-Combating Antibiotic-Resistant Bacteria,2.0,3.0,7.0,3.0,1.0,3.0,4.0,8.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
executive-order-11475-adjusting-the-rates-monthly-basic-pay-for-members-the-uniformed,Richard Nixon,37th President of the United States: 1969 ‐ 1974,1969-06-16,Executive Order 11475-Adjusting the Rates of Monthly Basic Pay for Members of the Uniformed Services,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-14130-2024-amendments-the-manual-for-courts-martial-united-states,"Joseph R. Biden, Jr.",46th President of the United States: 2021-2025,2024-12-20,"Executive Order 14130-2024 Amendments to the Manual for Courts-Martial, United States",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
executive-order-6465-code-fair-competition-for-the-structural-clay-products-industry,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-11-27,Executive Order 6465-Code of Fair Competition for the Structural Clay Products Industry,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0
executive-order-8360-amendment-paragraph-1-subdivision-vi-schedule-b-the-civil-service,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-03-02,"Executive Order 8360-Amendment of Paragraph 1, Subdivision VI, Schedule B of the Civil Service Rules",2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
executive-order-12788-defense-economic-adjustment-program,George Bush,41st President of the United States: 1989 ‐ 1993,1992-01-15,Executive Order 12788-Defense Economic Adjustment Program,7.0,3.0,3.0,1.0,2.0,7.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0
executive-order-9683-restoring-limitations-upon-punishments-for-certain-violations,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1946-01-19,"Executive Order 9683-Restoring Limitations Upon Punishments for Certain Violations of Articles of War 58, 59, 61 and 86",2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-7605-revocation-executive-orders-no-6807-august-4-1934-and-no-6863-october,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1937-04-15,"Executive Order 7605-Revocation of Executive Orders No. 6807 of August 4, 1934, and No. 6863 of October 3, 1934, Withdrawing Public Lands",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-10373-amending-executive-order-no-10161-with-respect-real-estate-credit,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1952-07-10,Executive Order 10373-Amending Executive Order No. 10161 with Respect to Real Estate Credit,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
executive-order-14025-worker-organizing-and-empowerment,"Joseph R. Biden, Jr.",46th President of the United States: 2021-2025,2021-04-26,Executive Order 14025-Worker Organizing and Empowerment,7.0,3.0,1.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,2.0
executive-order-8522-authorizing-the-appointment-mrs-anna-f-smith-position-the-custodial,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-08-22,Executive Order 8522-Authorizing the Appointment of Mrs. Anna F. Smith to a Position in the Custodial Service of the Post Office Department Without Regard to the Civil Service Rules,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
executive-order-7430-withdrawal-land-for-lookout-site-oregon,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-08-17,"Executive Order 7430-Withdrawal of Land for Lookout Site, Oregon",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-10122-regulations-governing-payment-disability-retirement-pay,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1950-04-14,"Executive Order 10122-Regulations Governing Payment of Disability Retirement Pay, Hospitalization, and Re-Examination of Members and Former Members of the Uniformed Services",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
executive-order-12332-establishment-the-national-productivity-advisory-committee,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1981-11-10,Executive Order 12332-Establishment of the National Productivity Advisory Committee,5.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
executive-order-7620-power-site-restoration-no-484-revocation-executive-order-june-8-1909,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1937-05-24,"Executive Order 7620-Power Site Restoration No. 484, Revocation of Executive Order of June 8, 1909, Creating Temporary Power Site Withdrawal No. 17, and Partial Revocation of Executive Order of July 2, 1910, Creating Power Site Reserve No. 17",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-13716-revocation-executive-orders-13574-13590-13622-and-13645-with-respect,Barack Obama,44th President of the United States: 2009 ‐ 2017,2016-01-16,"Executive Order 13716-Revocation of Executive Orders 13574, 13590, 13622, and 13645 With Respect to Iran, Amendment of Executive Order 13628 With Respect to Iran, and Provision of Implementation Authorities for Aspects of Certain Statutory Sanctions Outside the Scope of U.S. Commitments Under the Joint Comprehensive Plan of Action of July 14, 2015",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,-2.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0
executive-order-new-mexico-mescalero-apaches-land,Chester A. Arthur,21st President of the United States: 1881 ‐ 1885,1883-03-24,Executive Order-New Mexico Mescalero Apaches Land,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0
executive-order-5587-revocation-withdrawal-public-land-pending-resurvey-colorado,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1931-03-30,"Executive Order 5587-Revocation of Withdrawal of Public Land Pending Resurvey, Colorado",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-6473-withdrawal-public-lands-for-resurvey-wyoming,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-12-04,"Executive Order 6473-Withdrawal of Public Lands for Resurvey, Wyoming",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
executive-order-10961-providing-procedures-for-the-award-the-national-medal-science,John F. Kennedy,35th President of the United States: 1961 ‐ 1963,1961-08-21,Executive Order 10961-Providing Procedures for the Award of the National Medal of Science,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-13325-amendment-executive-order-12293-the-foreign-service-the-united,George W. Bush,43rd President of the United States: 2001 ‐ 2009,2004-01-23,"Executive Order 13325-Amendment to Executive Order 12293, the Foreign Service of the United States",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-7745-exemption-arthur-snow-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1937-11-19,Executive Order 7745-Exemption of Arthur Snow From Compulsory Retirement For Age,7.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
